Ingredient,Dish,Meal,Date,Index,Vegetarian,Vegan,Gluten-Free
fumaric acid,Flour Tortilla,dinner,2022-08-30,7,False,True,False
ABF chicken (halal),BBQ Chicken,lunch,2022-07-31,0,False,False,True
"bbq spice rub (paprika, herb de provence, garlic, black pepper, cayenne pepper, cumin seed, salt)",BBQ Chicken,lunch,2022-07-31,0,False,False,True
salmon,Chimichurri Herb Crusted Salmon,lunch,2022-09-26,0,False,False,True
chimichurri sauce,Chimichurri Herb Crusted Salmon,lunch,2022-09-26,0,False,False,True
canola/olive oil blend,Chimichurri Herb Crusted Salmon,lunch,2022-09-26,0,False,False,True
lemon juice,Chimichurri Herb Crusted Salmon,lunch,2022-09-26,0,False,False,True
parsley,Chimichurri Herb Crusted Salmon,lunch,2022-09-26,0,False,False,True
dill,Chimichurri Herb Crusted Salmon,lunch,2022-09-26,0,False,False,True
potatoes,Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
"mayonnaise (soybean oil, eggs, white vinegar, corn syrup, salt, spice, lemon juice concentrate, calcium disodium edta)",Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
"sweet relish (cucumbers, sugar, vinegar, salt, red peppers, spices, natural flavor, xanthan gum, turmeric)",Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
eggs,Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
"mustard (mustard seed, vinegar, salt, turmeric, spices) celery",Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
onions,Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
red bell peppers,Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
salt,Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
sugar,Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
parsley,Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
white vinegar,Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
potassium sorbate,Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
spice,Picnic Potato Salad,lunch,2023-01-16,6,True,False,True
"pita bread (whole wheat flour, enriched wheat flour, soybean oil, canola oil, sugar, salt, baking powder, yeast, molasses, calcium propionate, sodium stearoyl lactylate, guar gum, amylase)",Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
mushrooms,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
tomatoes,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
cucumber,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
lettuce,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
"pickled red onion(red wine vinegar, lime juice, lemon juice, onions, salt, pepper, oregano leaf, sugar)",Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
"vegan mayonnaise (contains chickpeas, coconut)",Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
canola oil,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
salt,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
garlic,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
tahini,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
lemon juice,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
oregano leaf,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
cumin,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
cilantro,Mushroom Shawarma with Pita,lunch,2022-09-20,12,False,True,False
corn,Succotash,dinner,2022-06-09,6,False,True,True
lima beans,Succotash,dinner,2022-06-09,6,False,True,True
rice,Pistachio Saffron Rice Pudding,dinner,2022-08-22,12,True,False,True
whole milk,Pistachio Saffron Rice Pudding,dinner,2022-08-22,12,True,False,True
cream,Pistachio Saffron Rice Pudding,dinner,2022-08-22,12,True,False,True
pistachio,Pistachio Saffron Rice Pudding,dinner,2022-08-22,12,True,False,True
sugar,Pistachio Saffron Rice Pudding,dinner,2022-08-22,12,True,False,True
vanilla bean spice,Pistachio Saffron Rice Pudding,dinner,2022-08-22,12,True,False,True
saffron spice,Pistachio Saffron Rice Pudding,dinner,2022-08-22,12,True,False,True
seasonal vegetables,Roasted Vegetable Board,dinner,2022-08-27,5,False,True,True
canola olive oil,Roasted Vegetable Board,dinner,2022-08-27,5,False,True,True
thyme,Roasted Vegetable Board,dinner,2022-08-27,5,False,True,True
oregano leaf,Roasted Vegetable Board,dinner,2022-08-27,5,False,True,True
vegetable broth,Pozole Soup,lunch,2022-10-27,8,False,True,True
hominy,Pozole Soup,lunch,2022-10-27,8,False,True,True
tomatillo,Pozole Soup,lunch,2022-10-27,8,False,True,True
garlic,Pozole Soup,lunch,2022-10-27,8,False,True,True
zucchini,Pozole Soup,lunch,2022-10-27,8,False,True,True
mushroom,Pozole Soup,lunch,2022-10-27,8,False,True,True
onion,Pozole Soup,lunch,2022-10-27,8,False,True,True
serrano chili,Pozole Soup,lunch,2022-10-27,8,False,True,True
canola/olive oil blend,Pozole Soup,lunch,2022-10-27,8,False,True,True
lime,Pozole Soup,lunch,2022-10-27,8,False,True,True
oregano,Pozole Soup,lunch,2022-10-27,8,False,True,True
chicken (not halal),Chicken Apple Sausage,breakfast,2022-11-01,4,False,False,False
apples,Chicken Apple Sausage,breakfast,2022-11-01,4,False,False,False
salt,Chicken Apple Sausage,breakfast,2022-11-01,4,False,False,False
sugar,Chicken Apple Sausage,breakfast,2022-11-01,4,False,False,False
dextrose,Chicken Apple Sausage,breakfast,2022-11-01,4,False,False,False
spices,Chicken Apple Sausage,breakfast,2022-11-01,4,False,False,False
cultured whey,Chicken Apple Sausage,breakfast,2022-11-01,4,False,False,False
paprika,Chicken Apple Sausage,breakfast,2022-11-01,4,False,False,False
soybean oil,Chicken Apple Sausage,breakfast,2022-11-01,4,False,False,False
arugula,Nut-Free Pesto Sauce,dinner,2022-08-04,14,False,True,True
garlic,Nut-Free Pesto Sauce,dinner,2022-08-04,14,False,True,True
nutritional yeast,Nut-Free Pesto Sauce,dinner,2022-08-04,14,False,True,True
balsamic vinegar,Nut-Free Pesto Sauce,dinner,2022-08-04,14,False,True,True
basil,Nut-Free Pesto Sauce,dinner,2022-08-04,14,False,True,True
sunflower seed butter,Nut-Free Pesto Sauce,dinner,2022-08-04,14,False,True,True
kale,Nut-Free Pesto Sauce,dinner,2022-08-04,14,False,True,True
olive oil,Nut-Free Pesto Sauce,dinner,2022-08-04,14,False,True,True
brown rice,Cilantro Lime Pilaf,dinner,2022-10-06,3,False,True,True
onion,Cilantro Lime Pilaf,dinner,2022-10-06,3,False,True,True
carrot,Cilantro Lime Pilaf,dinner,2022-10-06,3,False,True,True
vegetable soup base,Cilantro Lime Pilaf,dinner,2022-10-06,3,False,True,True
lime juice,Cilantro Lime Pilaf,dinner,2022-10-06,3,False,True,True
canola/olive oil blend,Cilantro Lime Pilaf,dinner,2022-10-06,3,False,True,True
cilantro,Cilantro Lime Pilaf,dinner,2022-10-06,3,False,True,True
tomato,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
eggplant,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
mushrooms,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
seasonal squash,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
white beans,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
canola/olive oil blend,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
bell peppers,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
salt,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
pepper,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
basil,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
thyme,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
parsley,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
onions,Rustic Ratatouille & White Beans,dinner,2023-01-21,1,False,True,True
tofu,Kung Pao Tofu,dinner,2022-12-02,1,False,True,False
onions,Kung Pao Tofu,dinner,2022-12-02,1,False,True,False
bell peppers,Kung Pao Tofu,dinner,2022-12-02,1,False,True,False
zucchini,Kung Pao Tofu,dinner,2022-12-02,1,False,True,False
green onions,Kung Pao Tofu,dinner,2022-12-02,1,False,True,False
butternut squash,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
vegetable soup base,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
carrots,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
onions,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
celery,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
butter,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
rice vinegar,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
cream,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
whole milk,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
flour,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
lemon,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
garlic,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
pepper,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
cinnamon,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
beet sugar,Butternut Squash Bisque,lunch,2022-05-17,8,True,False,False
rice,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
onion,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
bell pepper,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
celery,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
paprika,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
tomato,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
okra,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
cumin seed,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
cayenne pepper,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
thyme,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
garlic,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
salt,Veggie Jambalaya,lunch,2022-12-06,1,False,True,True
pork,Vietnamese Grilled Pork,dinner,2023-02-10,0,False,False,True
"vietnamese bbq rub (garlic powder, salt, pepper, chinese five spice powder, instant espresso)",Vietnamese Grilled Pork,dinner,2023-02-10,0,False,False,True
cannelli beans,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
vegetable soup base,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
red kidney beans,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
carrot,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
celery,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
onion,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
garlic,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
bay leaf,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
kale,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
canola/olive oil blend,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
lemon juice,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
salt,Bean & Kale Soup,dinner,2022-07-19,9,False,True,True
basmati rice,Cumin Spiced Rice pilaf,dinner,2022-06-06,12,False,True,False
cumin,Cumin Spiced Rice pilaf,dinner,2022-06-06,12,False,True,False
onions,Cumin Spiced Rice pilaf,dinner,2022-06-06,12,False,True,False
canola/olive oil blend,Cumin Spiced Rice pilaf,dinner,2022-06-06,12,False,True,False
salt,Cumin Spiced Rice pilaf,dinner,2022-06-06,12,False,True,False
swiss chard,Sauteed Swiss Chard,dinner,2022-06-29,5,False,True,False
salt,Sauteed Swiss Chard,dinner,2022-06-29,5,False,True,False
pepper,Sauteed Swiss Chard,dinner,2022-06-29,5,False,True,False
canola/olive oil blend,Sauteed Swiss Chard,dinner,2022-06-29,5,False,True,False
garlic,Sauteed Swiss Chard,dinner,2022-06-29,5,False,True,False
onions,Sauteed Swiss Chard,dinner,2022-06-29,5,False,True,False
cracked wheat,Tabouli,dinner,2022-08-01,14,False,True,False
parsley,Tabouli,dinner,2022-08-01,14,False,True,False
green onion,Tabouli,dinner,2022-08-01,14,False,True,False
cucumber,Tabouli,dinner,2022-08-01,14,False,True,False
lemon juice,Tabouli,dinner,2022-08-01,14,False,True,False
salt,Tabouli,dinner,2022-08-01,14,False,True,False
olive oil,Tabouli,dinner,2022-08-01,14,False,True,False
chia seed,Coconut Mocha Chia Pudding,breakfast,2022-12-02,1,False,True,True
unsweetened coconut milk,Coconut Mocha Chia Pudding,breakfast,2022-12-02,1,False,True,True
hot chocolate mix,Coconut Mocha Chia Pudding,breakfast,2022-12-02,1,False,True,True
dark chocolate,Coconut Mocha Chia Pudding,breakfast,2022-12-02,1,False,True,True
instant coffee,Coconut Mocha Chia Pudding,breakfast,2022-12-02,1,False,True,True
whole wheat flour,Greek Style Pita,dinner,2023-01-25,12,False,True,False
enriched wheat flour,Greek Style Pita,dinner,2023-01-25,12,False,True,False
soybean,Greek Style Pita,dinner,2023-01-25,12,False,True,False
canola oil,Greek Style Pita,dinner,2023-01-25,12,False,True,False
sugar,Greek Style Pita,dinner,2023-01-25,12,False,True,False
salt,Greek Style Pita,dinner,2023-01-25,12,False,True,False
baking powder,Greek Style Pita,dinner,2023-01-25,12,False,True,False
yeast,Greek Style Pita,dinner,2023-01-25,12,False,True,False
blackstrap molasses,Greek Style Pita,dinner,2023-01-25,12,False,True,False
calcium propionate,Greek Style Pita,dinner,2023-01-25,12,False,True,False
sodium stearoyl lactylate,Greek Style Pita,dinner,2023-01-25,12,False,True,False
guar gum,Greek Style Pita,dinner,2023-01-25,12,False,True,False
Salsa Roja,Salsa Bar,dinner,2022-11-29,9,False,False,False
Queso Fresco,Salsa Bar,dinner,2022-11-29,9,False,False,False
Chipotle Crema,Salsa Bar,dinner,2022-11-29,9,False,False,False
chicken,Teriyaki Chicken,lunch,2022-11-20,0,False,False,True
"teriyaki marinade (canola oil, alcohol free mirin, no soy tamari sauce, garlic, chili powder)",Teriyaki Chicken,lunch,2022-11-20,0,False,False,True
yams,Candied Yams with Pumpkin Seeds,lunch,2022-11-24,14,False,True,True
brown sugar,Candied Yams with Pumpkin Seeds,lunch,2022-11-24,14,False,True,True
maple syrup,Candied Yams with Pumpkin Seeds,lunch,2022-11-24,14,False,True,True
lemon juice,Candied Yams with Pumpkin Seeds,lunch,2022-11-24,14,False,True,True
canola/olive oil blend,Candied Yams with Pumpkin Seeds,lunch,2022-11-24,14,False,True,True
pumpkin seeds,Candied Yams with Pumpkin Seeds,lunch,2022-11-24,14,False,True,True
grass fed beef (halal),Kimchi Braised Beef Brisket,dinner,2022-05-12,0,False,False,True
"bulgogi marinade sauce (chili paste, tamari sauce, canola oil, mirin seasoning, sugar, sesame oil, chili powder, ginger, garlic, sesame seed)",Kimchi Braised Beef Brisket,dinner,2022-05-12,0,False,False,True
zucchini,Kimchi Braised Beef Brisket,dinner,2022-05-12,0,False,False,True
mushroom,Kimchi Braised Beef Brisket,dinner,2022-05-12,0,False,False,True
kimchi,Kimchi Braised Beef Brisket,dinner,2022-05-12,0,False,False,True
onion,Kimchi Braised Beef Brisket,dinner,2022-05-12,0,False,False,True
"vegetable soup base (contains mushrooms, celery)",Kimchi Braised Beef Brisket,dinner,2022-05-12,0,False,False,True
cilantro,Kimchi Braised Beef Brisket,dinner,2022-05-12,0,False,False,True
canola/olive oil blend,Kimchi Braised Beef Brisket,dinner,2022-05-12,0,False,False,True
garlic,Kimchi Braised Beef Brisket,dinner,2022-05-12,0,False,False,True
green onion,Kimchi Braised Beef Brisket,dinner,2022-05-12,0,False,False,True
carrots,Roasted Carrots,dinner,2022-11-19,5,False,True,True
canola/olive oil blend,Roasted Carrots,dinner,2022-11-19,5,False,True,True
thyme,Roasted Carrots,dinner,2022-11-19,5,False,True,True
garlic,Roasted Carrots,dinner,2022-11-19,5,False,True,True
salt,Roasted Carrots,dinner,2022-11-19,5,False,True,True
potatoes,Mashed Potatoes with Olive Oil,dinner,2022-11-15,3,False,True,True
olive oil,Mashed Potatoes with Olive Oil,dinner,2022-11-15,3,False,True,True
tofu,Mojo Tofu,dinner,2022-12-05,1,False,True,True
pizza dough,Pepperoni Pizza,lunch,2022-06-30,0,False,False,False
tomato sauce,Pepperoni Pizza,lunch,2022-06-30,0,False,False,False
mozzarella cheese,Pepperoni Pizza,lunch,2022-06-30,0,False,False,False
pepperoni,Pepperoni Pizza,lunch,2022-06-30,0,False,False,False
chicken(halal),Chicken Keftedes,dinner,2022-09-23,15,False,False,False
bulgur,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
garlic,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
onion,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
lemon juice,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
harissa pepper seasoning,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
ground cumin,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
cumin seeds,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
mint,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
parsley,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
onion powder,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
garlic powder,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
paprika,Chicken Keftedes,dinner,2022-09-23,15,False,False,False
chicken soup base,Seafood Paella,dinner,2022-07-26,11,False,False,False
mussel,Seafood Paella,dinner,2022-07-26,11,False,False,False
clam,Seafood Paella,dinner,2022-07-26,11,False,False,False
hoki,Seafood Paella,dinner,2022-07-26,11,False,False,False
squid,Seafood Paella,dinner,2022-07-26,11,False,False,False
basmati rice,Seafood Paella,dinner,2022-07-26,11,False,False,False
bell peppers,Seafood Paella,dinner,2022-07-26,11,False,False,False
chilis,Seafood Paella,dinner,2022-07-26,11,False,False,False
garlic,Seafood Paella,dinner,2022-07-26,11,False,False,False
onions,Seafood Paella,dinner,2022-07-26,11,False,False,False
oregano,Seafood Paella,dinner,2022-07-26,11,False,False,False
cilantro,Seafood Paella,dinner,2022-07-26,11,False,False,False
salt,Seafood Paella,dinner,2022-07-26,11,False,False,False
canola/olive oil blend,Seafood Paella,dinner,2022-07-26,11,False,False,False
saffron,Seafood Paella,dinner,2022-07-26,11,False,False,False
celery,Seafood Paella,dinner,2022-07-26,11,False,False,False
onion,Seafood Paella,dinner,2022-07-26,11,False,False,False
carrot,Seafood Paella,dinner,2022-07-26,11,False,False,False
pea,Seafood Paella,dinner,2022-07-26,11,False,False,False
gigante beans,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
turmeric,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
mustard seed,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
cabbage,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
bell peppers,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
cinnamon,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
brown sugar,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
garlic,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
apple cider vinegar,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
celery,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
canola/olive oil blend,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
salt,Gigante Bean Chow Chow,dinner,2023-01-15,1,False,True,True
"meatless ""beef"" crumbles (pea protein, sunflower oil, spices, caramel color)","""Beef"" Crumble Taco",dinner,2023-01-22,1,False,True,True
beef,Beef Guisada,dinner,2023-02-06,0,False,False,True
onions,Beef Guisada,dinner,2023-02-06,0,False,False,True
butternut squash,Beef Guisada,dinner,2023-02-06,0,False,False,True
yukon potatoes,Beef Guisada,dinner,2023-02-06,0,False,False,True
carrots,Beef Guisada,dinner,2023-02-06,0,False,False,True
pasilla chili,Beef Guisada,dinner,2023-02-06,0,False,False,True
garlic,Beef Guisada,dinner,2023-02-06,0,False,False,True
cuminseed,Beef Guisada,dinner,2023-02-06,0,False,False,True
pepper,Beef Guisada,dinner,2023-02-06,0,False,False,True
salt,Beef Guisada,dinner,2023-02-06,0,False,False,True
cornstarch,Beef Guisada,dinner,2023-02-06,0,False,False,True
"tofu (soybeans, glucono delta lactone, calcium sulfate)",Fajita Tofu,dinner,2022-05-15,1,False,True,False
canola oil,Fajita Tofu,dinner,2022-05-15,1,False,True,False
garlic,Fajita Tofu,dinner,2022-05-15,1,False,True,False
lemon juice,Fajita Tofu,dinner,2022-05-15,1,False,True,False
cayenne pepper,Fajita Tofu,dinner,2022-05-15,1,False,True,False
oregano,Fajita Tofu,dinner,2022-05-15,1,False,True,False
paprika,Fajita Tofu,dinner,2022-05-15,1,False,True,False
onions,Fajita Tofu,dinner,2022-05-15,1,False,True,False
cilantro,Fajita Tofu,dinner,2022-05-15,1,False,True,False
bell peppers,Fajita Tofu,dinner,2022-05-15,1,False,True,False
salt,Fajita Tofu,dinner,2022-05-15,1,False,True,False
beans,Baked Beans,dinner,2022-07-01,3,False,True,True
water,Baked Beans,dinner,2022-07-01,3,False,True,True
brown sugar,Baked Beans,dinner,2022-07-01,3,False,True,True
salt,Baked Beans,dinner,2022-07-01,3,False,True,True
vinegar,Baked Beans,dinner,2022-07-01,3,False,True,True
mustard seed,Baked Beans,dinner,2022-07-01,3,False,True,True
salt,Baked Beans,dinner,2022-07-01,3,False,True,True
paprika,Baked Beans,dinner,2022-07-01,3,False,True,True
turmeric,Baked Beans,dinner,2022-07-01,3,False,True,True
modified corn starch,Baked Beans,dinner,2022-07-01,3,False,True,True
onion powder,Baked Beans,dinner,2022-07-01,3,False,True,True
caramel color,Baked Beans,dinner,2022-07-01,3,False,True,True
spice,Baked Beans,dinner,2022-07-01,3,False,True,True
garlic powder,Baked Beans,dinner,2022-07-01,3,False,True,True
natural flavor,Baked Beans,dinner,2022-07-01,3,False,True,True
organic tofu,Mongolian Tofu Stir Fry,lunch,2022-07-09,1,False,True,False
bell peppers,Mongolian Tofu Stir Fry,lunch,2022-07-09,1,False,True,False
green beans,Mongolian Tofu Stir Fry,lunch,2022-07-09,1,False,True,False
red onion,Mongolian Tofu Stir Fry,lunch,2022-07-09,1,False,True,False
canola/olive oil blend,Mongolian Tofu Stir Fry,lunch,2022-07-09,1,False,True,False
green onions,Mongolian Tofu Stir Fry,lunch,2022-07-09,1,False,True,False
garlic,Mongolian Tofu Stir Fry,lunch,2022-07-09,1,False,True,False
salt,Mongolian Tofu Stir Fry,lunch,2022-07-09,1,False,True,False
pepper,Mongolian Tofu Stir Fry,lunch,2022-07-09,1,False,True,False
potatoes,"Spinach, Potato & Chickpea Curry",lunch,2022-11-09,1,False,True,True
spinach,"Spinach, Potato & Chickpea Curry",lunch,2022-11-09,1,False,True,True
chickpeas,"Spinach, Potato & Chickpea Curry",lunch,2022-11-09,1,False,True,True
onion,"Spinach, Potato & Chickpea Curry",lunch,2022-11-09,1,False,True,True
carrot,"Spinach, Potato & Chickpea Curry",lunch,2022-11-09,1,False,True,True
masala,"Spinach, Potato & Chickpea Curry",lunch,2022-11-09,1,False,True,True
canola/olive oil blend,"Spinach, Potato & Chickpea Curry",lunch,2022-11-09,1,False,True,True
salt,"Spinach, Potato & Chickpea Curry",lunch,2022-11-09,1,False,True,True
pepper,"Spinach, Potato & Chickpea Curry",lunch,2022-11-09,1,False,True,True
garlic,"Spinach, Potato & Chickpea Curry",lunch,2022-11-09,1,False,True,True
rice,Red Beans & Rice,dinner,2022-08-17,1,False,True,True
red beans,Red Beans & Rice,dinner,2022-08-17,1,False,True,True
onions,Red Beans & Rice,dinner,2022-08-17,1,False,True,True
brown rice,Golden Cilantro Rice,dinner,2022-08-19,3,False,True,True
white rice,Golden Cilantro Rice,dinner,2022-08-19,3,False,True,True
lemons,Golden Cilantro Rice,dinner,2022-08-19,3,False,True,True
canola/olive oil blend,Golden Cilantro Rice,dinner,2022-08-19,3,False,True,True
lemon juice,Golden Cilantro Rice,dinner,2022-08-19,3,False,True,True
turmeric,Golden Cilantro Rice,dinner,2022-08-19,3,False,True,True
mustard seed,Golden Cilantro Rice,dinner,2022-08-19,3,False,True,True
pasteurized milk,Cheddar Cheese,lunch,2022-06-08,11,True,False,True
cheese cultures,Cheddar Cheese,lunch,2022-06-08,11,True,False,True
salt,Cheddar Cheese,lunch,2022-06-08,11,True,False,True
enzymes,Cheddar Cheese,lunch,2022-06-08,11,True,False,True
eggplant,Green Coconut Curry with Chickpeas,lunch,2022-11-06,1,False,True,True
mushrooms,Green Coconut Curry with Chickpeas,lunch,2022-11-06,1,False,True,True
pepper,Green Coconut Curry with Chickpeas,lunch,2022-11-06,1,False,True,True
salt,Green Coconut Curry with Chickpeas,lunch,2022-11-06,1,False,True,True
butternut squash,Green Coconut Curry with Chickpeas,lunch,2022-11-06,1,False,True,True
thai basil,Green Coconut Curry with Chickpeas,lunch,2022-11-06,1,False,True,True
bell peppers,Green Coconut Curry with Chickpeas,lunch,2022-11-06,1,False,True,True
zucchini,Green Coconut Curry with Chickpeas,lunch,2022-11-06,1,False,True,True
corn,Green Coconut Curry with Chickpeas,lunch,2022-11-06,1,False,True,True
chickpeas,Green Coconut Curry with Chickpeas,lunch,2022-11-06,1,False,True,True
pollock,Pollock with Citrus Salsa,dinner,2022-10-27,0,False,False,True
canola/olive oil blend,Pollock with Citrus Salsa,dinner,2022-10-27,0,False,False,True
bananas,"Banana ""Bread"" Overnight Oats",breakfast,2022-11-04,1,False,True,True
oat milk,"Banana ""Bread"" Overnight Oats",breakfast,2022-11-04,1,False,True,True
oatmeal,"Banana ""Bread"" Overnight Oats",breakfast,2022-11-04,1,False,True,True
maple syrup,"Banana ""Bread"" Overnight Oats",breakfast,2022-11-04,1,False,True,True
flax seeds,"Banana ""Bread"" Overnight Oats",breakfast,2022-11-04,1,False,True,True
cinnamon,"Banana ""Bread"" Overnight Oats",breakfast,2022-11-04,1,False,True,True
turkey,Herb Roasted Turkey,dinner,2023-01-13,0,False,False,True
canola/olive oil blend,Herb Roasted Turkey,dinner,2023-01-13,0,False,False,True
parsley,Herb Roasted Turkey,dinner,2023-01-13,0,False,False,True
garlic,Herb Roasted Turkey,dinner,2023-01-13,0,False,False,True
granulated garlic,Herb Roasted Turkey,dinner,2023-01-13,0,False,False,True
rosemary,Herb Roasted Turkey,dinner,2023-01-13,0,False,False,True
thyme,Herb Roasted Turkey,dinner,2023-01-13,0,False,False,True
salt,Herb Roasted Turkey,dinner,2023-01-13,0,False,False,True
pizza dough,Vegetable Pizza,lunch,2022-11-10,1,True,False,False
cheese,Vegetable Pizza,lunch,2022-11-10,1,True,False,False
rice,Saffron Rice,lunch,2022-12-13,3,False,True,True
onions,Saffron Rice,lunch,2022-12-13,3,False,True,True
saffron,Saffron Rice,lunch,2022-12-13,3,False,True,True
peas,Saffron Rice,lunch,2022-12-13,3,False,True,True
canola/olive oil blend,Saffron Rice,lunch,2022-12-13,3,False,True,True
buttermilk mix,Cheesy Chive Biscuit,lunch,2022-07-10,7,True,False,False
all purpose flour,Cheesy Chive Biscuit,lunch,2022-07-10,7,True,False,False
cake flour,Cheesy Chive Biscuit,lunch,2022-07-10,7,True,False,False
butter,Cheesy Chive Biscuit,lunch,2022-07-10,7,True,False,False
sugar,Cheesy Chive Biscuit,lunch,2022-07-10,7,True,False,False
baking powder,Cheesy Chive Biscuit,lunch,2022-07-10,7,True,False,False
salt,Cheesy Chive Biscuit,lunch,2022-07-10,7,True,False,False
